Date,State,Race,Poll,Result,Spread,Year,Lead,Party,Party Class
2016-06-15,Wisconsin,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 51, Johnson 42",Feingold +9,2016,Feingold,,
2016-06-28,Wisconsin,Wisconsin Senate - Johnson vs. Feingold,PPP (D)*,"Feingold 50, Johnson 37",Feingold +13,2016,Feingold,,
2016-07-13,Wisconsin,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 49, Johnson 44",Feingold +5,2016,Feingold,,
2016-08-10,Wisconsin,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 53, Johnson 42",Feingold +11,2016,Feingold,,
2016-08-31,Wisconsin,Wisconsin Senate - Johnson vs. Feingold,Monmouth,"Feingold 54, Johnson 41",Feingold +13,2016,Feingold,,
2016-08-31,Wisconsin,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 48, Johnson 45",Feingold +3,2016,Feingold,,
2016-09-21,Wisconsin,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 47, Johnson 41",Feingold +6,2016,Feingold,,
2016-09-22,Wisconsin,Wisconsin Senate - Johnson vs. Feingold,Emerson,"Feingold 52, Johnson 42",Feingold +10,2016,Feingold,,
2016-10-07,Wisconsin,Wisconsin Senate - Johnson vs. Feingold,Gravis,"Feingold 53, Johnson 41",Feingold +12,2016,Feingold,,
2016-10-09,Wisconsin,Wisconsin Senate - Johnson vs. Feingold,CBS News/YouGov,"Feingold 45, Johnson 42",Feingold +3,2016,Feingold,,
2016-10-12,Wisconsin,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 48, Johnson 46",Feingold +2,2016,Feingold,,
2016-10-18,Wisconsin,Wisconsin Senate - Johnson vs. Feingold,WPR/St. Norbert,"Feingold 52, Johnson 40",Feingold +12,2016,Feingold,,
2016-10-19,Wisconsin,Wisconsin Senate - Johnson vs. Feingold,Monmouth*,"Feingold 52, Johnson 44",Feingold +8,2016,Feingold,,
2016-10-29,Wisconsin,Wisconsin Senate - Johnson vs. Feingold,Emerson,"Feingold 49, Johnson 44",Feingold +5,2016,Feingold,,
2016-11-02,Wisconsin,Wisconsin Senate - Johnson vs. Feingold,Marquette*,"Feingold 45, Johnson 44",Feingold +1,2016,Feingold,,
2016-11-04,Wisconsin,Wisconsin Senate - Johnson vs. Feingold,Loras*,"Feingold 47, Johnson 45",Feingold +2,2016,Feingold,,
2012-07-07,California,California Senate - Emken vs. Feinstein,Field,"Feinstein 51, Emken 32",Feinstein +19,2012,Feinstein,D,1.0
2012-09-13,California,California Senate - Emken vs. Feinstein,SurveyUSA,"Feinstein 55, Emken 37",Feinstein +18,2012,Feinstein,D,1.0
2012-09-22,California,California Senate - Emken vs. Feinstein,Field,"Feinstein 57, Emken 31",Feinstein +26,2012,Feinstein,D,1.0
2012-10-11,California,California Senate - Emken vs. Feinstein,SurveyUSA,"Feinstein 54, Emken 35",Feinstein +19,2012,Feinstein,D,1.0
2012-10-19,California,California Senate - Emken vs. Feinstein,Reason-Rupe,"Feinstein 60, Emken 34",Feinstein +26,2012,Feinstein,D,1.0
2012-10-25,California,California Senate - Emken vs. Feinstein,LA Times/USC,"Feinstein 55, Emken 38",Feinstein +17,2012,Feinstein,D,1.0
2012-11-03,California,California Senate - Emken vs. Feinstein,Field,"Feinstein 54, Emken 33",Feinstein +21,2012,Feinstein,D,1.0
2018-06-20,California,California Senate - Feinstein vs. de Leon,LA Times/USC,"Feinstein 36, Leon 18",Feinstein +18,2018,Feinstein,D,1.0
2018-06-29,California,California Senate - Feinstein vs. de Leon,SurveyUSA,"Feinstein 46, Leon 24",Feinstein +22,2018,Feinstein,D,1.0
2018-07-26,California,California Senate - Feinstein vs. de Leon,PPIC,"Feinstein 46, Leon 24",Feinstein +22,2018,Feinstein,D,1.0
2018-09-27,California,California Senate - Feinstein vs. de Leon,PPIC,"Feinstein 40, Leon 29",Feinstein +11,2018,Feinstein,D,1.0
2018-10-16,California,California Senate - Feinstein vs. de Leon,KABC/SurveyUSA,"Feinstein 40, Leon 26",Feinstein +14,2018,Feinstein,D,1.0
2018-10-18,California,California Senate - Feinstein vs. de Leon,LA Times/USC,"Feinstein 44, Leon 31",Feinstein +13,2018,Feinstein,D,1.0
2018-10-22,California,California Senate - Feinstein vs. de Leon,Emerson*,"Feinstein 41, Leon 23",Feinstein +18,2018,Feinstein,D,1.0
2018-10-25,California,California Senate - Feinstein vs. de Leon,PPIC,"Feinstein 43, Leon 27",Feinstein +16,2018,Feinstein,D,1.0
2010-07-13,California,California Senate - Boxer vs. Fiorina,SurveyUSA,"Boxer 45, Fiorina 47",Fiorina +2,2010,Fiorina,,
2010-08-12,California,California Senate - Boxer vs. Fiorina,SurveyUSA,"Boxer 42, Fiorina 47",Fiorina +5,2010,Fiorina,,
2010-09-03,California,California Senate - Boxer vs. Fiorina,SurveyUSA,"Boxer 46, Fiorina 48",Fiorina +2,2010,Fiorina,,
2010-09-07,California,California Senate - Boxer vs. Fiorina,Rasmussen Reports,"Boxer 47, Fiorina 48",Fiorina +1,2010,Fiorina,,
2012-05-17,Nebraska,Nebraska Senate - Fischer vs. Kerrey,Rasmussen Reports,"Fischer 56, Kerrey 38",Fischer +18,2012,Fischer,R,0.0
2012-09-23,Nebraska,Nebraska Senate - Fischer vs. Kerrey,Omaha World-Herald,"Fischer 56, Kerrey 40",Fischer +16,2012,Fischer,R,0.0
2012-10-28,Nebraska,Nebraska Senate - Fischer vs. Kerrey,Omaha World-Herald,"Fischer 49, Kerrey 46",Fischer +3,2012,Fischer,R,0.0
2012-11-02,Nebraska,Nebraska Senate - Fischer vs. Kerrey,WeAskAmerica,"Fischer 54, Kerrey 41",Fischer +13,2012,Fischer,R,0.0
2010-04-29,Ohio,Ohio Senate - Portman vs. Fisher,Quinnipiac,"Fisher 40, Portman 37",Fisher +3,2010,Fisher,,
2010-05-07,Ohio,Ohio Senate - Portman vs. Fisher,Rasmussen Reports,"Fisher 43, Portman 42",Fisher +1,2010,Fisher,,
2010-05-28,Ohio,Ohio Senate - Portman vs. Fisher,University of Cincinnati,"Fisher 47, Portman 46",Fisher +1,2010,Fisher,,
2010-06-30,Ohio,Ohio Senate - Portman vs. Fisher,Quinnipiac,"Portman 40, Fisher 42",Fisher +2,2010,Fisher,,
2010-06-30,Ohio,Ohio Senate - Portman vs. Fisher,PPP (D),"Portman 38, Fisher 40",Fisher +2,2010,Fisher,,
2011-11-25,Arizona,Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 40, Carmona 36",Flake +4,2011,Flake,R,0.0
2011-11-25,Arizona,Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 40, Carmona 36",Flake +4,2011,Flake,R,0.0
2012-02-21,Arizona,Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 46, Carmona 35",Flake +11,2012,Flake,R,0.0
2012-02-21,Arizona,Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 46, Carmona 35",Flake +11,2012,Flake,R,0.0
2012-02-22,Arizona,Arizona Senate - Flake vs. Carmona,NBC News/Marist,"Flake 42, Carmona 29",Flake +13,2012,Flake,R,0.0
2012-02-22,Arizona,Arizona Senate - Flake vs. Carmona,NBC News/Marist,"Flake 42, Carmona 29",Flake +13,2012,Flake,R,0.0
2012-03-14,Arizona,Arizona Senate - Flake vs. Carmona,Rasmussen Reports,"Flake 47, Carmona 34",Flake +13,2012,Flake,R,0.0
2012-03-14,Arizona,Arizona Senate - Flake vs. Carmona,Rasmussen Reports,"Flake 47, Carmona 34",Flake +13,2012,Flake,R,0.0
2012-05-03,Arizona,Arizona Senate - Flake vs. Carmona,Magellan (R),"Flake 44, Carmona 40",Flake +4,2012,Flake,R,0.0
2012-05-03,Arizona,Arizona Senate - Flake vs. Carmona,Magellan (R),"Flake 44, Carmona 40",Flake +4,2012,Flake,R,0.0
2012-05-22,Arizona,Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 48, Carmona 35",Flake +13,2012,Flake,R,0.0
2012-05-22,Arizona,Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 48, Carmona 35",Flake +13,2012,Flake,R,0.0
2012-06-19,Arizona,Arizona Senate - Flake vs. Carmona,Project New America/PPP (D),"Flake 43, Carmona 41",Flake +2,2012,Flake,R,0.0
2012-06-19,Arizona,Arizona Senate - Flake vs. Carmona,Project New America/PPP (D),"Flake 43, Carmona 41",Flake +2,2012,Flake,R,0.0
2012-06-28,Arizona,Arizona Senate - Flake vs. Carmona,Rasmussen Reports,"Flake 47, Carmona 31",Flake +16,2012,Flake,R,0.0
2012-06-28,Arizona,Arizona Senate - Flake vs. Carmona,Rasmussen Reports,"Flake 47, Carmona 31",Flake +16,2012,Flake,R,0.0
2012-09-11,Arizona,Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 44, Carmona 43",Flake +1,2012,Flake,R,0.0
2012-09-11,Arizona,Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 44, Carmona 43",Flake +1,2012,Flake,R,0.0
2012-09-26,Arizona,Arizona Senate - Flake vs. Carmona,Rasmussen Reports,"Flake 47, Carmona 41",Flake +6,2012,Flake,R,0.0
2012-09-26,Arizona,Arizona Senate - Flake vs. Carmona,Rasmussen Reports,"Flake 47, Carmona 41",Flake +6,2012,Flake,R,0.0
2012-09-28,Arizona,Arizona Senate - Flake vs. Carmona,HighGround/Moore (R)*,"Flake 43, Carmona 40",Flake +3,2012,Flake,R,0.0
2012-09-28,Arizona,Arizona Senate - Flake vs. Carmona,HighGround/Moore (R)*,"Flake 43, Carmona 40",Flake +3,2012,Flake,R,0.0
2012-10-25,Arizona,Arizona Senate - Flake vs. Carmona,Rasmussen Reports,"Flake 50, Carmona 44",Flake +6,2012,Flake,R,0.0
2012-10-25,Arizona,Arizona Senate - Flake vs. Carmona,Rasmussen Reports,"Flake 50, Carmona 44",Flake +6,2012,Flake,R,0.0
2012-11-04,Arizona,Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 51, Carmona 46",Flake +5,2012,Flake,R,0.0
2012-11-04,Arizona,Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 51, Carmona 46",Flake +5,2012,Flake,R,0.0
2013-12-10,North Carolina,North Carolina Senate - Flynn vs. Hagan,PPP (D),"Flynn 45, Hagan 43",Flynn +2,2013,Flynn,,
2014-01-14,North Carolina,North Carolina Senate - Flynn vs. Hagan,PPP (D),"Flynn 44, Hagan 42",Flynn +2,2014,Flynn,,
2014-03-04,Minnesota,Minnesota Senate - Ortman vs. Franken,KSTP/SurveyUSA,"Franken 49, Ortman 41",Franken +8,2014,Franken,D,1.0
2014-03-04,Minnesota,Minnesota Senate - McFadden vs. Franken,KSTP/SurveyUSA,"Franken 50, McFadden 40",Franken +10,2014,Franken,D,1.0
2014-03-04,Minnesota,Minnesota Senate - Dahlberg vs. Franken,KSTP/SurveyUSA,"Franken 49, Dahlberg 41",Franken +8,2014,Franken,D,1.0
2014-03-04,Minnesota,Minnesota Senate - Abeler vs. Franken,KSTP/SurveyUSA,"Franken 49, Abeler 37",Franken +12,2014,Franken,D,1.0
2014-04-29,Minnesota,Minnesota Senate - Dahlberg vs. Franken,Suffolk*,"Franken 45, Dahlberg 28",Franken +17,2014,Franken,D,1.0
2014-04-29,Minnesota,Minnesota Senate - Abeler vs. Franken,Suffolk*,"Franken 45, Abeler 29",Franken +16,2014,Franken,D,1.0
2014-04-29,Minnesota,Minnesota Senate - Ortman vs. Franken,Suffolk*,"Franken 44, Ortman 29",Franken +15,2014,Franken,D,1.0
2014-04-29,Minnesota,Minnesota Senate - McFadden vs. Franken,Suffolk*,"Franken 44, McFadden 29",Franken +15,2014,Franken,D,1.0
2014-06-13,Minnesota,Minnesota Senate - McFadden vs. Franken,KSTP/SurveyUSA*,"Franken 48, McFadden 42",Franken +6,2014,Franken,D,1.0
2014-06-17,Minnesota,Minnesota Senate - McFadden vs. Franken,PPP (D),"Franken 49, McFadden 38",Franken +11,2014,Franken,D,1.0
2014-07-28,Minnesota,Minnesota Senate - McFadden vs. Franken,CBS News/NYT/YouGov,"Franken 55, McFadden 41",Franken +14,2014,Franken,D,1.0
2014-08-18,Minnesota,Minnesota Senate - McFadden vs. Franken,Rasmussen Reports,"Franken 50, McFadden 42",Franken +8,2014,Franken,D,1.0
2014-08-26,Minnesota,Minnesota Senate - McFadden vs. Franken,KSTP/SurveyUSA*,"Franken 51, McFadden 42",Franken +9,2014,Franken,D,1.0
2014-09-07,Minnesota,Minnesota Senate - McFadden vs. Franken,CBS News/NYT/YouGov,"Franken 49, McFadden 41",Franken +8,2014,Franken,D,1.0
2014-09-15,Minnesota,Minnesota Senate - McFadden vs. Franken,Star Tribune/Mason-Dixon*,"Franken 49, McFadden 36",Franken +13,2014,Franken,D,1.0
2014-10-02,Minnesota,Minnesota Senate - McFadden vs. Franken,Rasmussen Reports,"Franken 49, McFadden 41",Franken +8,2014,Franken,D,1.0
2014-10-05,Minnesota,Minnesota Senate - McFadden vs. Franken,CBS News/NYT/YouGov,"Franken 49, McFadden 42",Franken +7,2014,Franken,D,1.0
2014-10-07,Minnesota,Minnesota Senate - McFadden vs. Franken,KSTP/SurveyUSA*,"Franken 55, McFadden 37",Franken +18,2014,Franken,D,1.0
2014-10-21,Minnesota,Minnesota Senate - McFadden vs. Franken,KSTP/SurveyUSA*,"Franken 53, McFadden 38",Franken +15,2014,Franken,D,1.0
2014-10-26,Minnesota,Minnesota Senate - McFadden vs. Franken,Star Tribune/Mason-Dixon*,"Franken 48, McFadden 39",Franken +9,2014,Franken,D,1.0
2014-10-26,Minnesota,Minnesota Senate - McFadden vs. Franken,CBS News/NYT/YouGov,"Franken 51, McFadden 41",Franken +10,2014,Franken,D,1.0
2014-11-03,Minnesota,Minnesota Senate - McFadden vs. Franken,KSTP/SurveyUSA*,"Franken 51, McFadden 40",Franken +11,2014,Franken,D,1.0
2014-06-16,Colorado,Colorado Senate - Gardner vs. Udall,Magellan Strategies (R),"Udall 45, Gardner 47",Gardner +2,2014,Gardner,R,0.0
2014-06-16,Colorado,Colorado Senate - Gardner vs. Udall,Magellan Strategies (R),"Udall 45, Gardner 47",Gardner +2,2014,Gardner,R,0.0
2014-06-16,Colorado,Colorado Senate - Gardner vs. Udall,Magellan Strategies (R),"Udall 45, Gardner 47",Gardner +2,2014,Gardner,R,0.0
2014-07-17,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac,"Udall 42, Gardner 44",Gardner +2,2014,Gardner,R,0.0
2014-07-17,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac,"Udall 42, Gardner 44",Gardner +2,2014,Gardner,R,0.0
2014-07-17,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac,"Udall 42, Gardner 44",Gardner +2,2014,Gardner,R,0.0
2014-09-17,Colorado,Colorado Senate - Gardner vs. Udall,USA Today/Suffolk*,"Gardner 43, Udall 42",Gardner +1,2014,Gardner,R,0.0
2014-09-17,Colorado,Colorado Senate - Gardner vs. Udall,USA Today/Suffolk*,"Gardner 43, Udall 42",Gardner +1,2014,Gardner,R,0.0
2014-09-17,Colorado,Colorado Senate - Gardner vs. Udall,USA Today/Suffolk*,"Gardner 43, Udall 42",Gardner +1,2014,Gardner,R,0.0
2014-09-18,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac*,"Gardner 48, Udall 40",Gardner +8,2014,Gardner,R,0.0
2014-09-18,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac*,"Gardner 48, Udall 40",Gardner +8,2014,Gardner,R,0.0
2014-09-18,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac*,"Gardner 48, Udall 40",Gardner +8,2014,Gardner,R,0.0
2014-10-01,Colorado,Colorado Senate - Gardner vs. Udall,Rasmussen Reports,"Gardner 48, Udall 47",Gardner +1,2014,Gardner,R,0.0
2014-10-01,Colorado,Colorado Senate - Gardner vs. Udall,Rasmussen Reports,"Gardner 48, Udall 47",Gardner +1,2014,Gardner,R,0.0
2014-10-01,Colorado,Colorado Senate - Gardner vs. Udall,Rasmussen Reports,"Gardner 48, Udall 47",Gardner +1,2014,Gardner,R,0.0
2014-10-08,Colorado,Colorado Senate - Gardner vs. Udall,FOX News,"Gardner 43, Udall 37",Gardner +6,2014,Gardner,R,0.0
2014-10-08,Colorado,Colorado Senate - Gardner vs. Udall,FOX News,"Gardner 43, Udall 37",Gardner +6,2014,Gardner,R,0.0
2014-10-08,Colorado,Colorado Senate - Gardner vs. Udall,FOX News,"Gardner 43, Udall 37",Gardner +6,2014,Gardner,R,0.0
2014-10-13,Colorado,Colorado Senate - Gardner vs. Udall,High Point/SurveyUSA,"Gardner 46, Udall 42",Gardner +4,2014,Gardner,R,0.0
2014-10-13,Colorado,Colorado Senate - Gardner vs. Udall,High Point/SurveyUSA,"Gardner 46, Udall 42",Gardner +4,2014,Gardner,R,0.0
2014-10-13,Colorado,Colorado Senate - Gardner vs. Udall,High Point/SurveyUSA,"Gardner 46, Udall 42",Gardner +4,2014,Gardner,R,0.0
2014-10-13,Colorado,Colorado Senate - Gardner vs. Udall,Denver Post/SurveyUSA*,"Gardner 45, Udall 43",Gardner +2,2014,Gardner,R,0.0
2014-10-13,Colorado,Colorado Senate - Gardner vs. Udall,Denver Post/SurveyUSA*,"Gardner 45, Udall 43",Gardner +2,2014,Gardner,R,0.0
2014-10-13,Colorado,Colorado Senate - Gardner vs. Udall,Denver Post/SurveyUSA*,"Gardner 45, Udall 43",Gardner +2,2014,Gardner,R,0.0
2014-10-15,Colorado,Colorado Senate - Gardner vs. Udall,CNN/Opinion Research,"Gardner 50, Udall 46",Gardner +4,2014,Gardner,R,0.0
2014-10-15,Colorado,Colorado Senate - Gardner vs. Udall,CNN/Opinion Research,"Gardner 50, Udall 46",Gardner +4,2014,Gardner,R,0.0
2014-10-15,Colorado,Colorado Senate - Gardner vs. Udall,CNN/Opinion Research,"Gardner 50, Udall 46",Gardner +4,2014,Gardner,R,0.0
2014-10-16,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac*,"Gardner 47, Udall 41",Gardner +6,2014,Gardner,R,0.0
2014-10-16,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac*,"Gardner 47, Udall 41",Gardner +6,2014,Gardner,R,0.0
2014-10-16,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac*,"Gardner 47, Udall 41",Gardner +6,2014,Gardner,R,0.0
2014-10-21,Colorado,Colorado Senate - Gardner vs. Udall,PPP (D),"Gardner 47, Udall 44",Gardner +3,2014,Gardner,R,0.0
2014-10-21,Colorado,Colorado Senate - Gardner vs. Udall,PPP (D),"Gardner 47, Udall 44",Gardner +3,2014,Gardner,R,0.0
2014-10-21,Colorado,Colorado Senate - Gardner vs. Udall,PPP (D),"Gardner 47, Udall 44",Gardner +3,2014,Gardner,R,0.0
2014-10-22,Colorado,Colorado Senate - Gardner vs. Udall,USA Today/Suffolk*,"Gardner 46, Udall 39",Gardner +7,2014,Gardner,R,0.0
2014-10-22,Colorado,Colorado Senate - Gardner vs. Udall,USA Today/Suffolk*,"Gardner 46, Udall 39",Gardner +7,2014,Gardner,R,0.0
2014-10-22,Colorado,Colorado Senate - Gardner vs. Udall,USA Today/Suffolk*,"Gardner 46, Udall 39",Gardner +7,2014,Gardner,R,0.0
2014-10-23,Colorado,Colorado Senate - Gardner vs. Udall,Reuters/Ipsos,"Gardner 47, Udall 45",Gardner +2,2014,Gardner,R,0.0
2014-10-23,Colorado,Colorado Senate - Gardner vs. Udall,Reuters/Ipsos,"Gardner 47, Udall 45",Gardner +2,2014,Gardner,R,0.0
2014-10-23,Colorado,Colorado Senate - Gardner vs. Udall,Reuters/Ipsos,"Gardner 47, Udall 45",Gardner +2,2014,Gardner,R,0.0
2014-10-24,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac*,"Gardner 46, Udall 41",Gardner +5,2014,Gardner,R,0.0
2014-10-24,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac*,"Gardner 46, Udall 41",Gardner +5,2014,Gardner,R,0.0
2014-10-24,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac*,"Gardner 46, Udall 41",Gardner +5,2014,Gardner,R,0.0
2014-10-26,Colorado,Colorado Senate - Gardner vs. Udall,NBC News/Marist,"Gardner 46, Udall 45",Gardner +1,2014,Gardner,R,0.0
2014-10-26,Colorado,Colorado Senate - Gardner vs. Udall,NBC News/Marist,"Gardner 46, Udall 45",Gardner +1,2014,Gardner,R,0.0
2014-10-26,Colorado,Colorado Senate - Gardner vs. Udall,NBC News/Marist,"Gardner 46, Udall 45",Gardner +1,2014,Gardner,R,0.0
2014-10-27,Colorado,Colorado Senate - Gardner vs. Udall,Rasmussen Reports,"Gardner 51, Udall 45",Gardner +6,2014,Gardner,R,0.0
2014-10-27,Colorado,Colorado Senate - Gardner vs. Udall,Rasmussen Reports,"Gardner 51, Udall 45",Gardner +6,2014,Gardner,R,0.0
2014-10-27,Colorado,Colorado Senate - Gardner vs. Udall,Rasmussen Reports,"Gardner 51, Udall 45",Gardner +6,2014,Gardner,R,0.0
2014-10-30,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac*,"Gardner 46, Udall 39",Gardner +7,2014,Gardner,R,0.0
2014-10-30,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac*,"Gardner 46, Udall 39",Gardner +7,2014,Gardner,R,0.0
2014-10-30,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac*,"Gardner 46, Udall 39",Gardner +7,2014,Gardner,R,0.0
2014-10-30,Colorado,Colorado Senate - Gardner vs. Udall,Denver Post/SurveyUSA*,"Gardner 46, Udall 44",Gardner +2,2014,Gardner,R,0.0
2014-10-30,Colorado,Colorado Senate - Gardner vs. Udall,Denver Post/SurveyUSA*,"Gardner 46, Udall 44",Gardner +2,2014,Gardner,R,0.0
2014-10-30,Colorado,Colorado Senate - Gardner vs. Udall,Denver Post/SurveyUSA*,"Gardner 46, Udall 44",Gardner +2,2014,Gardner,R,0.0
2014-11-01,Colorado,Colorado Senate - Gardner vs. Udall,YouGov,"Gardner 43, Udall 42",Gardner +1,2014,Gardner,R,0.0
2014-11-01,Colorado,Colorado Senate - Gardner vs. Udall,YouGov,"Gardner 43, Udall 42",Gardner +1,2014,Gardner,R,0.0
2014-11-01,Colorado,Colorado Senate - Gardner vs. Udall,YouGov,"Gardner 43, Udall 42",Gardner +1,2014,Gardner,R,0.0
2014-11-03,Colorado,Colorado Senate - Gardner vs. Udall,PPP (D)*,"Gardner 48, Udall 45",Gardner +3,2014,Gardner,R,0.0
2014-11-03,Colorado,Colorado Senate - Gardner vs. Udall,PPP (D)*,"Gardner 48, Udall 45",Gardner +3,2014,Gardner,R,0.0
2014-11-03,Colorado,Colorado Senate - Gardner vs. Udall,PPP (D)*,"Gardner 48, Udall 45",Gardner +3,2014,Gardner,R,0.0
2014-11-03,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac*,"Gardner 45, Udall 43",Gardner +2,2014,Gardner,R,0.0
2014-11-03,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac*,"Gardner 45, Udall 43",Gardner +2,2014,Gardner,R,0.0
2014-11-03,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac*,"Gardner 45, Udall 43",Gardner +2,2014,Gardner,R,0.0
2010-06-14,Illinois,Illinois Senate - Giannoulias vs. Kirk vs. Jones,PPP (D),"Giannoulias 31, Kirk 30",Giannoulias +1,2010,Giannoulias,,
2010-07-08,Illinois,Illinois Senate - Giannoulias vs. Kirk,Rasmussen Reports,"Kirk 39, Giannoulias 40",Giannoulias +1,2010,Giannoulias,,
2010-07-28,Illinois,Illinois Senate - Giannoulias vs. Kirk,Rasmussen Reports,"Giannoulias 43, Kirk 41",Giannoulias +2,2010,Giannoulias,,
2010-08-17,Illinois,Illinois Senate - Giannoulias vs. Kirk,PPP (D),"Kirk 35, Giannoulias 37",Giannoulias +2,2010,Giannoulias,,
2010-08-17,Illinois,Illinois Senate - Giannoulias vs. Kirk,PPP (D),"Giannoulias 37, Kirk 35",Giannoulias +2,2010,Giannoulias,,
2010-09-29,Illinois,Illinois Senate - Giannoulias vs. Kirk,CNN/Time,"Kirk 42, Giannoulias 43",Giannoulias +1,2010,Giannoulias,,
2010-09-29,Illinois,Illinois Senate - Giannoulias vs. Kirk,CNN/Time,"Giannoulias 43, Kirk 42",Giannoulias +1,2010,Giannoulias,,
2010-10-02,Illinois,Illinois Senate - Giannoulias vs. Kirk,Chicago Tribune,"Giannoulias 38, Kirk 36",Giannoulias +2,2010,Giannoulias,,
2010-10-02,Illinois,Illinois Senate - Giannoulias vs. Kirk,Chicago Tribune,"Kirk 36, Giannoulias 38",Giannoulias +2,2010,Giannoulias,,
2010-10-12,Illinois,Illinois Senate - Giannoulias vs. Kirk,Rasmussen Reports,"Giannoulias 44, Kirk 43",Giannoulias +1,2010,Giannoulias,,
2010-04-18,New York,New York Senate - DioGuardi vs. Gillibrand,Siena,"Gillibrand 46, DioGuardi 27",Gillibrand +19,2010,Gillibrand,D,1.0
2010-05-11,New York,New York Senate - DioGuardi vs. Gillibrand,Marist,"Gillibrand 50, DioGuardi 30",Gillibrand +20,2010,Gillibrand,D,1.0
2010-05-11,New York,New York Senate - Malpass vs. Gillibrand,Marist,"Gillibrand 52, Malpass 28",Gillibrand +24,2010,Gillibrand,D,1.0
2010-05-11,New York,New York Senate - Blakeman vs. Gillibrand,Marist,"Gillibrand 52, Blakeman 28",Gillibrand +24,2010,Gillibrand,D,1.0
2010-05-18,New York,New York Senate - DioGuardi vs. Gillibrand,Rasmussen Reports,"Gillibrand 51, DioGuardi 28",Gillibrand +23,2010,Gillibrand,D,1.0
2010-05-18,New York,New York Senate - Blakeman vs. Gillibrand,Rasmussen Reports,"Gillibrand 51, Blakeman 31",Gillibrand +20,2010,Gillibrand,D,1.0
2010-05-18,New York,New York Senate - Malpass vs. Gillibrand,Rasmussen Reports,"Gillibrand 46, Malpass 27",Gillibrand +19,2010,Gillibrand,D,1.0
2010-05-24,New York,New York Senate - Malpass vs. Gillibrand,Siena,"Gillibrand 53, Malpass 22",Gillibrand +31,2010,Gillibrand,D,1.0
2010-05-24,New York,New York Senate - DioGuardi vs. Gillibrand,Siena,"Gillibrand 51, DioGuardi 25",Gillibrand +26,2010,Gillibrand,D,1.0
2010-05-24,New York,New York Senate - Blakeman vs. Gillibrand,Siena,"Gillibrand 51, Blakeman 24",Gillibrand +27,2010,Gillibrand,D,1.0
2010-06-14,New York,New York Senate - Malpass vs. Gillibrand,Siena,"Gillibrand 49, Malpass 24",Gillibrand +25,2010,Gillibrand,D,1.0
2010-06-14,New York,New York Senate - Blakeman vs. Gillibrand,Siena,"Gillibrand 48, Blakeman 27",Gillibrand +21,2010,Gillibrand,D,1.0
2010-06-14,New York,New York Senate - DioGuardi vs. Gillibrand,Siena,"Gillibrand 47, DioGuardi 29",Gillibrand +18,2010,Gillibrand,D,1.0
